Title,Type,Price,Bedrooms,Bathrooms,Area,Verified
Apartment for sale in Kin Compound Fifth Settlement in the Al Qarnafel area with only a 5% down payment and installments over 10 years with imarae,Apartment," 4,600,000.00 ",1,1,85,Verified Business
"Furnished, air-conditioned, and fully furnished hotel apartment on the North 90th Street, managed by an international hotel. 5% down payment, 8-year i",Apartment," 15,000,000.00 ",2,3,112,
Ready to Move Apartment For Sale In Taj Sultan - Taj City - New Cairo,Apartment," 7,000,000.00 ",3,2,142,
"Apartment for sale 132m finished Hyde Park New Cairo , ready to move , View landscape , near of Mivida",Apartment," 8,500,000.00 ",3,2,132,Verified Business
"Seize the opportunity to own a bargain apartment with a stunning open view, for sale with only10% down payment in one of the most prestigious compound",Apartment," 6,500,000.00 ",2,2,118,Verified Business
Exclusive opportunity!  sqm Ultra Super Lux duplex in Fifth Settlement – panoramic garden view – only 8.5M EGP!,," 8,500,000.00 ",3,3,195,
Exclusive opportunity!  sqm Ultra Super Lux duplex in Fifth Settlement – panoramic garden view – only 8.5M EGP!,," 8,500,000.00 ",3,3,195,
"Penthouse apartment for sale with the biggest discount in Taj City compound, opposite Cairo Airport",Apartment," 4,800,000.00 ",2,2,115,Verified Business
Ready to Move Apartment For Sale In Taj City - New Cairo,Apartment," 6,826,000.00 ",2,2,126,
Exclusive opportunity!  sqm Ultra Super Lux duplex in Fifth Settlement – panoramic garden view – only 8.5M EGP!,," 8,500,000.00 ",3,2,195,
Exclusive opportunity!  sqm Ultra Super Lux duplex in Fifth Settlement – panoramic garden view – only 8.5M EGP!,," 8,500,000.00 ",3,2,195,
Exclusive opportunity!  sqm Ultra Super Lux duplex in Fifth Settlement – panoramic garden view – only 8.5M EGP!,," 8,500,000.00 ",3,3,195,
Modernly finished apartment for sale in The Village Palm Hills compound - New Cairo,Apartment," 8,150,000.00 ",2,2,145,
"Apartment for sale, fully finished, with a 32% cash discount and installments over 10 years, in the Sixth Settlement, minutes away from the malls | Vi",Apartment," 9,900,000.00 ",3,3,165,Verified Business
"Apartment for sale 136m finished Hyde Park New Cairo , ready to move , View landscape , near of Mivida",Apartment," 7,450,000.00 ",3,2,136,Verified Business
"apartment for sale ready to move in Azad Compound, Fifth Settlement, next to the American University in Cairo (AUC) - 30% cash discount",Apartment," 5,490,000.00 ",2,2,140,
"100m² hotel apartment, ultra super deluxe finishing, with air conditioning, managed by an international hotel, on the southern 90th Street, 8-year ins",Apartment," 14,000,000.00 ",2,2,100,
Under market price apartment 160. M  with garden 126. M ready to move for sale in The Address East  New Cairo,Apartment," 8,000,000.00 ",3,2,160,
Fully Finished 3-Bedroom Unit with Landscape View | Ready to Move,," 6,800,000.00 ",3,3,167,
"Luxury apartment for upscale living in Lotus, Fifth Settlement - opposite 90th Street",Apartment," 5,200,000.00 ",3,3,180,Verified Business
"apartment for sale ready to move in Azad Compound, Fifth Settlement, next to the American University in Cairo (AUC) - 30% cash discount",Apartment," 5,490,000.00 ",2,2,140,
"100m² hotel apartment, ultra super deluxe finishing, with air conditioning, managed by an international hotel, on the southern 90th Street, 8-year ins",Apartment," 14,000,000.00 ",2,2,100,
Under market price apartment 160. M  with garden 126. M ready to move for sale in The Address East  New Cairo,Apartment," 8,000,000.00 ",3,2,160,
Fully Finished 3-Bedroom Unit with Landscape View | Ready to Move,," 6,800,000.00 ",3,3,167,
"Luxury apartment for upscale living in Lotus, Fifth Settlement - opposite 90th Street",Apartment," 5,200,000.00 ",3,3,180,Verified Business
For sale an apartment in Al-Andalus 1- New Cairo finished (decorated).,Apartment," 3,300,000.00 ",2,2,125,
"165 sqm apartment in Al Narges El Gadida, prime location with full services — perfect for upscale living or a smart investment in New Cairo.",Apartment," 4,971,500.00 ",3,3,165,
Duplex for Sale on South 90 Street  Directly in front of El Gawy Hospital  Facing Lake View Compound,," 10,000,000.00 ",5,3,360,
شقة للبيع في التجمع الخامس اللوتس الجنوبيه عند بنزيمة موبيل,," 4,300,000.00 ",3,2,140,
3 Bedroom Apartment for Sale in El Patio Oro with Pool View at the Lowest Price,Apartment," 11,500,000.00 ",3,3,220,Verified Business
Fully Furnished Apartment for  sale under market price ready to move in compound el mostashareen in 5th settlement new  cairo,Apartment," 6,500,000.00 ",2,2,135,
"Receive a fully finished apartment with garden AApartment for sale in Fifth Settlement, 90 Avenue Compound, directly on 90th Street and next to the Am",Apartment," 7,000,000.00 ",3,2,145,Verified Business
"Under market price Apartment 171. M  for sale in The Address East  in New Cairo, fully finished  ready to move  with the most suitable price",Apartment," 7,400,000.00 ",3,2,171,
"Apartment studio for sale 83m  Hyde Park New Cairo , ready to move , View landscape , near of Mivida",Apartment," 4,900,000.00 ",1,2,83,Verified Business
Immediate delivery apartment for sale in Mivida Emaar ultra super lux finished open view overlooking the pool lowest price in the market,Apartment," 22,100,000.00 ",3,3,185,Verified Business
Apartment 185. M in Al Narges 5th  settlement semi finished ready to move for sale under Market price,Apartment," 4,400,000.00 ",3,2,185,
Violet Apartments,Apartment," 6,000,000.00 ",3,2,165,
" EGP 2,850,000 | 120 sqm Apartment for Sale – Future City  North Facing – Open View – Mortgage Available",Apartment," 2,850,000.00 ",3,1,120,
Fully finished apartment ready to move for sale with down payment and installment in address east new cairo fifth settlement,Apartment," 10,000,000.00 ",3,2,171,
fully finished apartment with kitchen for sale under market price in the square compound in new cairo 5th settlement,Apartment," 6,000,000.00 ",2,2,120,
"From the owner directly, I own an apartment in Al Narjis Al Jadeedah with an area of 175 m, with installments (Immediate delivery)",Apartment," 5,250,000.00 ",3,3,175,
Prime Location Under market price Apartment for Sale in Mountain View iCity New Cairo,Apartment," 5,940,000.00 ",3,3,165,Verified Business
Apartment 126m ground floor with a 70m garden a few steps from the Ben Zayed axis and the monorail,Apartment," 3,087,000.00 ",2,2,126,
"Opportunity in DEGAR Compound, New Cairo Fifth Settlement, apartment with down payment 185,000 EGP only",Apartment," 3,700,000.00 ",1,1,84,
"Apartment for sale, resale, ultra-super-lux finished, at the lowest price, ready for immediate occupancy, with an open view in Mivida Emaar compound.",Apartment," 16,000,000.00 ",2,2,156,Verified Business
Under Market Price Apartment For Sale 270M - Fully Finished,Apartment," 15,500,000.00 ",4,3,270,
"Finished Apartment RTM with Pool View in Azad, next to The American University and Eastown",Apartment," 10,000,000.00 ",3,3,166,Verified Business
113 m + 50 m garden for sale in phase 4,," 5,300,000.00 ",2,1,113,
"Apartment ready to move in Azad Compound, Fifth Settlement, opposite the American University in Cairo.",Apartment," 12,810,000.00 ",2,2,140,
كمبوند دار مصر أندلس تجمع خامس,," 3,300,000.00 ",3,3,140,
A apartment at a steal price in the Investors South area from the owner directly,Apartment," 2,500,000.00 ",2,1,120,
"Appartement à vendre dans le quartier le plus prestigieux de Beit Al Watan, cinquième district, avec club-house, double vue, face à Palm Hills, vue pa",," 4,264,000.00 ",3,3,187,
"Immediate delivery of a prime penthouse in Midtown New Cairo compound, directly on Street 90 and near the American University in Cairo (AUC) and the G",," 17,695,000.00 ",4,3,265,
"Apt for sale in Nakheel Compound, prime location",," 5,500,000.00 ",3,2,148,
"Apt for sale in Nakheel Compound, prime location",," 13,000,000.00 ",3,2,270,
"Studio apartment for sale in Taj City compound, opposite Cairo Airport, at a bargain price",Apartment," 2,527,000.00 ",1,1,58,Verified Business
"Sodic - Eastown  Apartment for Sale\\Semi finished  ,  Ready to move",Apartment," 11,800,000.00 ",2,3,161,
107 sqm Apartment for Sale in Al Rehab Phase 1 – 3 Bedrooms – Near Gate 6 & Food Court,Apartment," 5,600,000.00 ",3,2,107,
"Luxury apartment with a clear sea view, available for sale in installments in La Vista Patio Oro, Fifth Settlement, near Mivida and Hyde Park, New Cai",Apartment," 8,700,000.00 ",3,3,124,
"Apartment with a 50% discount for cash payments in Taj City, directly on the Suez Road, opposite the airport and the JW Marriott Hotel.",Apartment," 4,500,000.00 ",2,2,115,
"Apartment for sale in Fifth Settlement, front of the American University, inside a residential compound.",Apartment," 24,493,474.00 ",4,4,189,
"Apartment for sale, 147 sqm + garden – in the Fifth District, beat el wateen – near the services area and the View Zone – on a main street.",Apartment," 3,384,000.00 ",3,3,147,
semi finished apartment for sale at al andalous - 5th settlement - new Cairo,Apartment," 5,800,000.00 ",3,2,242,Verified Business
"Furnished Apartment for Sale in Mivida Boulevard Fully finished and fully furnished apartment with air-conditioning,located in Boulevardase of Mivida",Apartment," 21,000,000.00 ",3,4,191,Verified Business
"Ready-to-view apartment with an open view, 128 sq m, for sale in New Cairo on the Suez Road, Creek Town compound.",Apartment," 7,150,000.00 ",2,2,128,
"Apartment for sale in Fifth Settlement, front of the American University, inside a residential compound.",Apartment," 24,493,474.00 ",4,4,189,
"Apartment for sale, 147 sqm + garden – in the Fifth District, beat el wateen – near the services area and the View Zone – on a main street.",Apartment," 3,384,000.00 ",3,3,147,
semi finished apartment for sale at al andalous - 5th settlement - new Cairo,Apartment," 5,800,000.00 ",3,2,242,Verified Business
"Furnished Apartment for Sale in Mivida Boulevard Fully finished and fully furnished apartment with air-conditioning,located in Boulevardase of Mivida",Apartment," 21,000,000.00 ",3,4,191,Verified Business
"Ready-to-view apartment with an open view, 128 sq m, for sale in New Cairo on the Suez Road, Creek Town compound.",Apartment," 7,150,000.00 ",2,2,128,
Fully Finished Serviced Apartment with Appliances Ready for Near Delivery Direct Plaza View in The Waterway Fifth Settlement beside 5A,Apartment," 25,893,000.00 ",1,1,105,Verified Business
"Direct From Mountain View | Finished Apartment 160m² – Very Prime Location – Club Park, Mountain View ICity, New Cairo",Apartment," 10,000,000.00 ",3,3,160,
"Fully finished 3-bedroom apartment for sale in Hassan Allam, New Cairo. Ultra-super-luxurious finishing.",Apartment," 16,000,000.00 ",3,3,165,
"Fully finished two-bedroom apartment for sale in Hassan Allam, New Cairo. Ultra-super-luxurious finishing.",Apartment," 12,700,000.00 ",2,2,125,
"170 sqm in EDEN Al-Rehab – Last Available Unit with Dressing Area, Pristine Condition!",," 6,000,000.00 ",3,3,170,
"Fully finished two-bedroom apartment for sale in Hassan Allam, New Cairo. Ultra-super-luxurious finishing.",Apartment," 12,000,000.00 ",2,2,120,
"Apartment for sale in Fifth Settlement, front of the American University, inside a residential compound.",Apartment," 16,463,522.00 ",3,3,128,
Apartment for sale 168 sq m 3 bedrooms in Al Marasem Compound Fifth Square New Cairo Fifth Settlement,Apartment," 12,800,000.00 ",3,3,186,Verified Business
235 sqm luxury apartment – immediate delivery – in the heart of New Cairo at Mountain View iCity. Prime location in Club Park phase.,Apartment," 8,000,000.00 ",4,3,235,
Studio for sale with a 50% discount and the possibility of installments over 8 years without interest in Taj City Compound in front of the airport ,," 2,530,000.00 ",1,1,58,Verified Business
روف لقطه ف الاندلس 1 فوري 380 متر,," 3,750,000.00 ",3,2,380,Verified Business
Fully finished super lux apartment for sale at Al Andalus 2- 5th settlement - New Cairo,Apartment," 4,600,000.00 ",3,2,180,Verified Business
Apartment 160m 3bd under market price in Hyde Park New Cairo,Apartment," 8,950,000.00 ",3,3,160,Verified Business
Luxury Apartment with a Prime View for Sale in District5 - New Cairo,Apartment," 9,926,120.00 ",2,2,145,Verified Business
"Own your unit in the new Narcissus, ground floor with a second garden, a few steps from Talaat Harb axis, corner, corridor, garden view, immediate delivery and easy payment terms.",," 4,886,500.00 ",3,2,145,
"For the lowest price, a 180m² apartment in a prime location with immediate delivery and a stunning view (for a limited time).",Apartment," 6,350,000.00 ",3,3,180,Verified Business
Apartment 3 Bedrooms For Sale - Prime Location - Palm Hills New Cairo,Apartment," 11,000,000.00 ",3,4,205,
Double view nautical apartment on landscape and water bodies in front of Cairo Airport Direct on Suez Road and minutes from Heliopolis,Apartment," 5,500,000.00 ",3,2,156,Verified Business
Apartment for sale 214m   fully finished  at swan lake residences new cairo - at very prime location - fifth settlement,Apartment," 23,000,000.00 ",3,3,214,Verified Business
Large apartment for sale with Majestic lake view in Mountain View Hyde park,Apartment," 16,500,000.00 ",3,3,274,
Apartment for Sale under market price in  La Vista  Patio Oro  New Cairo,Apartment," 9,000,000.00 ",3,2,168,Verified Business
Mountain View iCity | 3BR Apartment with Prim View – Prime Location,Apartment," 6,480,000.00 ",3,3,155,
Apartment for Sale with Penthouse 300 sqm Ready to Move in Lake View New Cairo,Apartment," 28,772,000.00 ",4,4,300,Verified Business
Apartment for rent immediately for viewing in Tamarin Huna 1 at Golden Square 260 meters,Apartment," 6,600,000.00 ",4,3,260,Verified Business
"Sky Garden 235m² at the lowest price in the market, immediate delivery with a very special view (for a limited time)",," 9,500,000.00 ",3,3,235,Verified Business
